,Kingdom,Phylum,Class,Order,Family,Genus
ASV_V3V400410,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutimonas
ASV_V3V400411,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidetes_BD2-2,
ASV_V3V400412,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,AKYG1722,
ASV_V3V400413,Bacteria,Proteobacteria,Gammaproteobacteria,Ectothiorhodospirales,Thioalkalispiraceae,
ASV_V3V400415,Bacteria,Latescibacteria,Latescibacteria,Latescibacterales,Latescibacteraceae,
ASV_V3V400416,Bacteria,Calditrichaeota,Calditrichia,Calditrichales,Calditrichaceae,
ASV_V3V400417,Bacteria,Acidobacteria,Aminicenantia,Aminicenantales,,
ASV_V3V400419,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,
ASV_V3V400421,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,
ASV_V3V400422,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,
ASV_V3V400424,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto_1
ASV_V3V400425,Bacteria,Proteobacteria,Gammaproteobacteria,B2M28,,
ASV_V3V400427,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Candidatus_Thiobios
ASV_V3V400430,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia
ASV_V3V400431,Bacteria,Gemmatimonadetes,S0134_terrestrial_group,,,
ASV_V3V400433,Bacteria,,,,,
ASV_V3V400434,Bacteria,Proteobacteria,Gammaproteobacteria,Ectothiorhodospirales,Thioalkalispiraceae,Thioalkalispira
ASV_V3V400435,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,,
ASV_V3V400436,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,
ASV_V3V400437,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Hymenobacteraceae,Pontibacter
ASV_V3V400438,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,,
ASV_V3V400439,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,
ASV_V3V400440,Bacteria,Nitrospirae,Thermodesulfovibrionia,,,
ASV_V3V400442,Bacteria,Chloroflexi,Anaerolineae,,,
ASV_V3V400443,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,Ardenticatenaceae,Ardenticatena
ASV_V3V400445,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,
ASV_V3V400446,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,UTCFX1
ASV_V3V400448,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,,
ASV_V3V400453,Bacteria,Proteobacteria,Gammaproteobacteria,Acidiferrobacterales,Acidiferrobacteraceae,Sulfurifustis
ASV_V3V400454,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Pseudohaliea
ASV_V3V400455,Bacteria,Calditrichaeota,Calditrichia,Calditrichales,Calditrichaceae,
ASV_V3V400456,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae,Desulfuromonas
ASV_V3V400457,Bacteria,Proteobacteria,Gammaproteobacteria,,,
ASV_V3V400458,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Desulfobacca
ASV_V3V400459,Bacteria,Proteobacteria,Gammaproteobacteria,Ectothiorhodospirales,Ectothiorhodospiraceae,Thioalkalivibrio
ASV_V3V400460,Bacteria,Proteobacteria,Gammaproteobacteria,Milano-WF1B-44,,
ASV_V3V400461,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,
ASV_V3V400462,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,
ASV_V3V400463,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,
ASV_V3V400465,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,UTCFX1
ASV_V3V400466,Bacteria,Proteobacteria,Alphaproteobacteria,,,
ASV_V3V400467,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,
ASV_V3V400469,Bacteria,Acidobacteria,Subgroup_21,,,
ASV_V3V400471,Bacteria,Proteobacteria,Gammaproteobacteria,,,
ASV_V3V400472,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto_1
ASV_V3V400473,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Filomicrobium
ASV_V3V400474,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,
ASV_V3V400476,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,,
ASV_V3V400479,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,
ASV_V3V400480,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Robiginitalea
ASV_V3V400481,Bacteria,Proteobacteria,Deltaproteobacteria,Sva0485,,
ASV_V3V400482,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Candidatus_Electronema
ASV_V3V400483,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,
ASV_V3V400484,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,
ASV_V3V400485,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,SEEP-SRB1
ASV_V3V400486,Bacteria,Dependentiae,Babeliae,Babeliales,Vermiphilaceae,
ASV_V3V400487,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,
ASV_V3V400488,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter
ASV_V3V400489,Bacteria,Chloroflexi,Anaerolineae,SBR1031,,
ASV_V3V400490,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,SEEP-SRB1
ASV_V3V400491,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Hydrogenophilaceae,Thiobacillus
ASV_V3V400494,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,GWE2-31-10
ASV_V3V400495,Bacteria,Nitrospirae,Thermodesulfovibrionia,,,
ASV_V3V400496,Bacteria,Proteobacteria,Gammaproteobacteria,PLTA13,,
ASV_V3V400497,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,
ASV_V3V400499,Bacteria,Bacteroidetes,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,Ignavibacterium
ASV_V3V400500,Bacteria,Gemmatimonadetes,BD2-11_terrestrial_group,,,
ASV_V3V400501,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfarculales,Desulfarculaceae,Desulfatiglans
ASV_V3V400502,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,,
ASV_V3V400503,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum
ASV_V3V400504,Bacteria,Acidobacteria,Aminicenantia,Aminicenantales,,
ASV_V3V400506,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,Porticoccus
ASV_V3V400507,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,
ASV_V3V400510,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfarculales,Desulfarculaceae,Desulfatiglans
ASV_V3V400511,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Cyanobacteriaceae,
ASV_V3V400512,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Candidatus_Thiobios
ASV_V3V400513,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,
ASV_V3V400515,Bacteria,Aegiribacteria,,,,
ASV_V3V400516,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,
ASV_V3V400517,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta_2
ASV_V3V400518,Bacteria,Nitrospirae,Thermodesulfovibrionia,,,
ASV_V3V400519,Bacteria,Chloroflexi,Anaerolineae,SBR1031,,
ASV_V3V400520,Bacteria,Bacteroidetes,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,Ignavibacterium
ASV_V3V400521,Bacteria,Bacteroidetes,Ignavibacteria,Ignavibacteriales,Melioribacteraceae,IheB3-7
ASV_V3V400522,Bacteria,Zixibacteria,,,,
ASV_V3V400523,Bacteria,Gemmatimonadetes,PAUC43f_marine_benthic_group,,,
ASV_V3V400524,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto_1
ASV_V3V400525,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Fulvivirga
ASV_V3V400526,Bacteria,Proteobacteria,Gammaproteobacteria,,,
ASV_V3V400527,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,
ASV_V3V400528,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,
ASV_V3V400529,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Sva1033,
ASV_V3V400531,Bacteria,Proteobacteria,Deltaproteobacteria,Sva0485,,
ASV_V3V400532,Bacteria,Calditrichaeota,Calditrichia,Calditrichales,Calditrichaceae,Calorithrix
ASV_V3V400533,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
ASV_V3V400534,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,
ASV_V3V400535,Bacteria,Chloroflexi,Anaerolineae,SBR1031,,
ASV_V3V400536,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Actibacter
ASV_V3V400537,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,,
ASV_V3V400538,Bacteria,Actinobacteria,Acidimicrobiia,Actinomarinales,,
ASV_V3V400539,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Anaeromicrobium
ASV_V3V400541,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Cyanobacteriaceae,Cyanobacterium_CLg1
ASV_V3V400542,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Sediminispirochaeta
ASV_V3V400543,Bacteria,Chloroflexi,Anaerolineae,,,
ASV_V3V400545,Bacteria,Chloroflexi,Anaerolineae,SBR1031,,
ASV_V3V400546,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,SB-5,
ASV_V3V400547,Bacteria,Chloroflexi,Anaerolineae,SBR1031,,
ASV_V3V400548,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Desulfobacca
ASV_V3V400551,Bacteria,Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Synechococcus_MBIC10613
ASV_V3V400552,Bacteria,Gemmatimonadetes,BD2-11_terrestrial_group,,,
ASV_V3V400553,Bacteria,Bacteroidetes,Rhodothermia,Balneolales,Balneolaceae,
ASV_V3V400554,Bacteria,Latescibacteria,Latescibacteria,Latescibacterales,Latescibacteraceae,
ASV_V3V400556,Bacteria,Gemmatimonadetes,BD2-11_terrestrial_group,,,
ASV_V3V400558,Bacteria,Gemmatimonadetes,BD2-11_terrestrial_group,,,
ASV_V3V400559,Bacteria,Halanaerobiaeota,Halanaerobiia,Halanaerobiales,Halanaerobiaceae,Halanaerobium
ASV_V3V400560,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Oceanirhabdus
ASV_V3V400561,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidetes_BD2-2,
ASV_V3V400562,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Saccharospirillum
ASV_V3V400563,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,
ASV_V3V400564,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodovibrionales,Kiloniellaceae,Pelagibius
ASV_V3V400565,Bacteria,Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Synechococcus_CC9902
ASV_V3V400566,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
ASV_V3V400567,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,
ASV_V3V400568,Bacteria,Proteobacteria,Gammaproteobacteria,Acidiferrobacterales,Acidiferrobacteraceae,
ASV_V3V400570,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,SEEP-SRB1
ASV_V3V400571,Bacteria,Actinobacteria,RBG-16-55-12,,,
ASV_V3V400572,Bacteria,Acidobacteria,Aminicenantia,Aminicenantales,,
ASV_V3V400573,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,ADurb.Bin063-1
ASV_V3V400574,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324_clade(Marine_group_B),,
ASV_V3V400576,Bacteria,Gemmatimonadetes,BD2-11_terrestrial_group,,,
ASV_V3V400577,Bacteria,Actinobacteria,WCHB1-81,,,
ASV_V3V400578,Bacteria,Acidobacteria,Acidobacteriia,Solibacterales,Solibacteraceae_(Subgroup_3),GOUTB8
ASV_V3V400579,Bacteria,Calditrichaeota,Calditrichia,Calditrichales,Calditrichaceae,
ASV_V3V400582,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,,
ASV_V3V400583,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,
ASV_V3V400585,Bacteria,Acidobacteria,Subgroup_21,,,
ASV_V3V400586,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,,
ASV_V3V400588,Bacteria,Calditrichaeota,Calditrichia,Calditrichales,Calditrichaceae,
ASV_V3V400589,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,
ASV_V3V400590,Bacteria,Chloroflexi,Anaerolineae,SBR1031,,
ASV_V3V400591,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia
ASV_V3V400592,Bacteria,Nitrospirae,Thermodesulfovibrionia,,,
ASV_V3V400593,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,JTB255_marine_benthic_group
ASV_V3V400595,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfosarcina
ASV_V3V400596,Bacteria,Proteobacteria,Gammaproteobacteria,,,
ASV_V3V400597,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Desulfobacca
ASV_V3V400598,Bacteria,Actinobacteria,Actinobacteria,PeM15,,
ASV_V3V400599,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
ASV_V3V400600,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,
ASV_V3V400601,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,
ASV_V3V400602,Bacteria,Calditrichaeota,Calditrichia,Calditrichales,Calditrichaceae,
ASV_V3V400603,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Leisingera
ASV_V3V400604,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,Sedimenticola
ASV_V3V400606,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius
ASV_V3V400607,Bacteria,Chloroflexi,Anaerolineae,,,
ASV_V3V400609,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,,
ASV_V3V400610,Bacteria,Chloroflexi,Anaerolineae,SBR1031,,
ASV_V3V400612,Bacteria,Actinobacteria,WCHB1-81,,,
ASV_V3V400615,Bacteria,Proteobacteria,Alphaproteobacteria,,,
ASV_V3V400616,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,
ASV_V3V400618,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidetes_BD2-2,
ASV_V3V400619,Bacteria,Nitrospirae,Thermodesulfovibrionia,,,
ASV_V3V400620,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,
ASV_V3V400622,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfarculales,Desulfarculaceae,Desulfatiglans
ASV_V3V400623,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum
ASV_V3V400624,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae,
ASV_V3V400625,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Tepidibacter
ASV_V3V400626,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,SEEP-SRB1
ASV_V3V400627,Bacteria,Proteobacteria,Gammaproteobacteria,,,
ASV_V3V400628,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfococcus
ASV_V3V400629,Bacteria,Zixibacteria,,,,
ASV_V3V400630,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Dinghuibacter
ASV_V3V400631,Bacteria,Chloroflexi,Dehalococcoidia,GIF9,AB-539-J10,SCGC-AB-539-J10
ASV_V3V400632,Bacteria,Acetothermia,Acetothermiia,,,
ASV_V3V400633,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,
ASV_V3V400634,Bacteria,Acidobacteria,Holophagae,Subgroup_7,,
ASV_V3V400635,Bacteria,Proteobacteria,Gammaproteobacteria,Ectothiorhodospirales,Thioalkalispiraceae,Thioalkalispira
ASV_V3V400636,Bacteria,Proteobacteria,Gammaproteobacteria,Halothiobacillales,Halothiobacillaceae,Halothiobacillus
ASV_V3V400637,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Aliiroseovarius
ASV_V3V400638,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Sediminispirochaeta
ASV_V3V400639,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Mariniradius
ASV_V3V400640,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Robiginitalea
ASV_V3V400641,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,
ASV_V3V400643,Bacteria,Calditrichaeota,Calditrichia,Calditrichales,Calditrichaceae,Calorithrix
ASV_V3V400644,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodovibrionales,Kiloniellaceae,
ASV_V3V400645,Bacteria,Acidobacteria,Acidobacteriia,Solibacterales,Solibacteraceae_(Subgroup_3),Bryobacter
ASV_V3V400646,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfopila
ASV_V3V400647,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Marmoricola
ASV_V3V400648,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,
ASV_V3V400649,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
ASV_V3V400650,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Fulvivirga
ASV_V3V400652,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,
ASV_V3V400653,Bacteria,Hydrogenedentes,Hydrogenedentia,Hydrogenedentiales,Hydrogenedensaceae,
ASV_V3V400656,Bacteria,Acidobacteria,Subgroup_15,,,
ASV_V3V400657,Bacteria,Actinobacteria,Nitriliruptoria,Nitriliruptorales,Nitriliruptoraceae,
ASV_V3V400658,Bacteria,Latescibacteria,,,,
ASV_V3V400659,Bacteria,Nitrospirae,Thermodesulfovibrionia,,,
ASV_V3V400660,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,
ASV_V3V400662,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinilabiliaceae,
ASV_V3V400663,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Natranaerovirga
ASV_V3V400664,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum
ASV_V3V400665,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodovibrionales,Kiloniellaceae,
ASV_V3V400667,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter
ASV_V3V400669,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfotignum
ASV_V3V400670,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta_2
ASV_V3V400672,Bacteria,Chloroflexi,Anaerolineae,SBR1031,,
ASV_V3V400673,Bacteria,Halanaerobiaeota,Halanaerobiia,Halanaerobiales,Halanaerobiaceae,Halanaerobium
ASV_V3V400674,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Fulvivirga
ASV_V3V400675,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Sva0081_sediment_group
ASV_V3V400676,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Sulfurimonas
ASV_V3V400677,Bacteria,Proteobacteria,Gammaproteobacteria,,,
ASV_V3V400678,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,
ASV_V3V400679,Bacteria,Proteobacteria,Gammaproteobacteria,JTB23,,
ASV_V3V400680,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter
ASV_V3V400681,Bacteria,Proteobacteria,Gammaproteobacteria,Halothiobacillales,Halothiobacillaceae,Halothiobacillus
ASV_V3V400682,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,Ardenticatenaceae,Ardenticatena
ASV_V3V400683,Bacteria,Proteobacteria,Gammaproteobacteria,Nitrosococcales,Nitrosococcaceae,
ASV_V3V400684,Bacteria,Proteobacteria,Gammaproteobacteria,Ectothiorhodospirales,Thioalkalispiraceae,Thiohalophilus
ASV_V3V400685,Bacteria,Chloroflexi,Anaerolineae,SBR1031,,
ASV_V3V400686,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Sporacetigenium
ASV_V3V400687,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Thalassobacillus
ASV_V3V400688,Bacteria,Actinobacteria,Acidimicrobiia,Actinomarinales,,
ASV_V3V400689,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,
ASV_V3V400690,Bacteria,Calditrichaeota,Calditrichia,Calditrichales,Calditrichaceae,Caldithrix
ASV_V3V400692,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,,
ASV_V3V400693,Bacteria,Gemmatimonadetes,BD2-11_terrestrial_group,,,
ASV_V3V400694,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,
ASV_V3V400695,Bacteria,Gemmatimonadetes,BD2-11_terrestrial_group,,,
ASV_V3V400696,Bacteria,Proteobacteria,Deltaproteobacteria,NB1-j,,
ASV_V3V400697,Bacteria,Lentisphaerae,Oligosphaeria,Oligosphaerales,Oligosphaeraceae,SBZC-1223
ASV_V3V400698,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,
ASV_V3V400699,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae,Desulfuromonas
ASV_V3V400701,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiohalocapsa
ASV_V3V400703,Bacteria,Nitrospirae,Thermodesulfovibrionia,,,
ASV_V3V400704,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,
ASV_V3V400705,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
ASV_V3V400706,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Phaeodactylibacter
ASV_V3V400707,Bacteria,Firmicutes,Clostridia,,,
ASV_V3V400708,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Salinimicrobium
ASV_V3V400709,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,,
ASV_V3V400710,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Thalassobacillus
ASV_V3V400711,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ercella
ASV_V3V400712,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,
ASV_V3V400713,Bacteria,Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Cyanobium_PCC-6307
ASV_V3V400714,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,
ASV_V3V400715,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,
ASV_V3V400716,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinilabiliaceae,
ASV_V3V400717,Bacteria,Rokubacteria,NC10,Methylomirabilales,Methylomirabilaceae,wb1-A12
ASV_V3V400718,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Loktanella
ASV_V3V400720,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,SEEP-SRB1
ASV_V3V400721,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,
ASV_V3V400722,Bacteria,Proteobacteria,Gammaproteobacteria,Ectothiorhodospirales,Thioalkalispiraceae,Thioalkalispira
ASV_V3V400723,Bacteria,Chloroflexi,Anaerolineae,SBR1031,,
ASV_V3V400729,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Dinghuibacter
ASV_V3V400730,Bacteria,Proteobacteria,Gammaproteobacteria,PLTA13,,
ASV_V3V400731,Bacteria,Bacteroidetes,Ignavibacteria,Ignavibacteriales,PHOS-HE36,
ASV_V3V400732,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacterium
ASV_V3V400733,Bacteria,Dadabacteria,Dadabacteriia,Dadabacteriales,,
ASV_V3V400734,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Parahaliea
ASV_V3V400735,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,Sedimenticola
ASV_V3V400737,Bacteria,Cloacimonetes,Cloacimonadia,Cloacimonadales,MSBL8,
ASV_V3V400738,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,
ASV_V3V400740,Bacteria,Chloroflexi,Anaerolineae,SBR1031,,
ASV_V3V400742,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,
ASV_V3V400743,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,
